block_id,E_b_religion,E_b_secular
B1200,0.07412777043235443,1357.2061619031938
B2000,87.8506846319635,1037.0704394111192
B6000,159.69130888196543,617.377205579044
B6300,30.51726086038283,594.6286748015135
B6700,22.48292933907719,1056.6666650057016
B6800,27.303380895108564,1766.044955435846
B6900,11.04717352305988,702.3823171695919
FH,56.48193081574973,1142.4514453008715
SLQ12200,0.11652526999459271,576.7501764188585
SLQ6000,140.3181331435586,742.5247481067214
