Block_ID,Morale_Value
B1200,5.5808955788065155
B1200,8.768606779932469
B1200,6.976793218097706
B1200,9.606695586363204
B1200,7.476629767844571
B1200,8.940312431025932
B1200,7.065547820964711
B1200,7.593562290003382
B1200,7.827352909163292
B1200,8.12057215963404
B1200,5.737109394378327
B1200,6.658694367938051
B1200,8.109309793309645
B1200,6.551123057000662
B1200,7.326644267234183
B1200,7.428297908141371
B1200,5.9223647675790865
B1200,6.817559624123848
B1200,6.7040653124092655
B1200,9.607604712768806
B1200,8.570933528402707
B1200,6.686021481934972
B1200,7.2384015547047795
B1200,5.322545648121475
B1200,7.444960351764956
B1200,7.939171976272797
B1200,9.061107450605121
B1200,6.414679782554613
B1200,7.666109471324867
B1200,6.890812103151688
B1200,5.861022747775555
B1200,6.236956150404195
B1200,7.208955315244663
B1200,6.64149209122637
B1200,6.560749556087686
B1200,5.6696958785073415
B1200,8.66141988021332
B1200,8.888636297720758
B1200,7.367143999551063
B1200,9.060757839273638
B1200,8.108455361510371
B1200,6.659099907207009
B1200,6.190890777308394
B1200,7.738676293703885
B1200,5.389962401193986
B1200,7.402404043792209
B1200,6.619093542572628
B1200,8.5638204306875
B1200,8.133976793925301
B1200,7.5534023090448335
B1200,7.808740564134903
B1200,7.695926115339351
B1200,7.575314825214874
B1200,8.16723726981686
B1200,7.424681110576385
B1200,6.8827091330251875
B1200,7.292058187001406
B1200,6.362965478301213
B1200,9.408284583667074
B1200,7.871156471638699
B1200,5.388104035834423
B1200,7.424497587858107
B1200,8.093747875460679
B1200,7.326203129074129
B1200,6.67038763584889
B1200,6.813772086706974
B1200,7.646977757184704
B1200,5.0065087955220395
B1200,6.858009521114125
B1200,6.373500881168672
B1200,6.73441716320332
B1200,6.584021139259425
B1200,5.853668249382578
B1200,7.366450045946609
B1200,6.828923146206891
B1200,6.445500426790591
B1200,7.107678428032887
B1200,5.834084945843257
B1200,6.110888650312769
B1200,6.75358380495751
B1200,7.138075424585077
B1200,9.362809168159261
B1200,7.782393738640543
B1200,7.5674977996394635
B1200,7.443590829984896
B1200,6.982507861244449
B1200,6.933948860438334
B1200,6.940812179871003
B1200,8.103089912586192
B1200,7.191384198556655
B1200,6.649483194095106
B1200,7.975309775250464
B1200,5.819785721765206
B1200,8.009698138019308
B1200,6.791836695472815
B1200,5.7898021121962016
B1200,4.792571076915504
B1200,7.189010363646096
B1200,7.170136158371884
B1200,7.684623212901149
B1200,6.316992846334869
B1200,8.695227599432217
B1200,8.008779373266389
B1200,7.603863524267544
B1200,7.200480502899797
B1200,5.481180215423272
B1200,6.458184427410685
B1200,6.517654965513414
B1200,7.7782584670713675
B1200,6.748261401744921
B1200,7.388034284924762
B1200,7.671262639547641
B1200,6.256839005306326
B1200,6.006958760152309
B1200,6.457990002324262
B1200,5.896507974576559
B1200,7.504058351493818
B1200,5.758526551550347
B1200,9.107912874231284
B1200,6.751589001020864
B1200,5.520508123656
B1200,8.363217119098028
B1200,7.945533886934335
B1200,7.4854050839509245
B1200,6.410319028493186
B1200,7.4172198793186395
B1200,6.850643021642397
B1200,7.334667195049312
B1200,6.190687523691408
B1200,6.422789495911498
B1200,6.992776896007396
B1200,8.104095795680271
B1200,7.029574226693946
B1200,5.9704559944522995
B1200,7.542466258285716
B1200,7.2577831001996
B1200,5.953490511491818
B1200,6.819566042997293
B1200,6.7694486383644055
B1200,7.650015801093992
B1200,7.8866478593178755
B1200,8.162532807750845
B1200,7.352204239137589
B1200,6.146738751514332
B1200,6.47006854716749
B1200,7.34358523951516
B1200,9.177824994702865
B1200,6.8907512860787135
B1200,6.763232811585927
B1200,6.574413409573032
B1200,7.800691675422115
B1200,7.019268702184871
B1200,7.119217064422562
B1200,7.46949976542631
B1200,5.966864329777383
B1200,9.047571955322125
B1200,8.186544868367047
B1200,6.5737283863570175
B1200,5.937820434834597
B1200,7.681683485900922
B1200,6.457260537856114
B1200,5.315830016891504
B1200,5.22041740285585
B1200,5.920594322441001
B1200,7.1912894170121335
B1200,9.317440102036642
B1200,6.762288598273245
B1200,7.014634268013388
B1200,7.0045381983627415
B1200,6.894204336449423
B1200,8.069440990879029
B1200,6.952824272817469
B1200,5.153263258723242
B1200,7.23548567837948
B1200,5.00293333178018
B1200,6.825691833056939
B1200,6.187724879047479
B1200,7.176602058451096
B1200,6.535456341880215
B1200,8.174216501514747
B1200,7.984968279948575
B1200,8.037165897095605
B1200,5.729222210249125
B1200,7.69299331566849
B1200,5.569964567605107
B1200,7.023079038666774
B1200,8.233147309446165
B1200,6.428556104758329
B1200,7.357606698080147
B1200,6.907336384894689
B1200,6.459620827821467
B1200,7.891256999199031
B1200,6.26773021022953
B1200,6.23471986610141
B1200,5.58530889935434
B1200,6.751256903277524
B1200,6.816573589963451
B1200,7.540502149876716
B1200,6.898547964053163
B1200,7.121998178429788
B1200,6.435242266491045
B1200,6.702803332161359
B1200,7.140588899614596
B1200,8.190414095762076
B1200,7.307188192400776
B1200,7.274659865385815
B1200,6.9107801680811285
B1200,6.328919254172525
B1200,7.5854344619139535
B1200,7.567469549292526
B1200,6.85881039531367
B1200,8.141697877065598
B1200,7.0404486639700945
B1200,8.307186808225843
B1200,6.8905350497712705
B1200,6.626388669927358
B1200,6.087256477646745
B1200,7.815745155909072
B1200,7.835264202409262
B1200,8.420191368532747
B1200,6.272545088752661
B1200,6.162297867723288
B1200,6.885046546998806
B1200,6.089546571340914
B1200,8.611830953081096
B1200,6.232272696270702
B1200,5.999702434367183
B1200,6.53338654669827
B1200,7.777877699555071
B1200,7.328151427584784
B1200,8.699102643901949
B1200,5.920805608329191
B1200,5.464511733306287
B1200,6.399088598406197
B1200,6.362059102948048
B1200,6.739286127560676
B1200,7.796355075291491
B1200,5.3678193744149425
B1200,7.433733832906147
B1200,6.971336289096164
B1200,6.096169396903361
B1200,6.260116130975403
B1200,8.339227163254515
B1200,5.9945913599987275
B1200,6.531906062194845
B1200,7.616402162859147
B1200,7.092176013413318
B1200,7.323793449183816
B1200,5.5921294617251
B1200,9.092004684811776
B1200,6.56731791819156
B1200,7.8546343325292325
B1200,6.583858957223961
B1200,4.713850271598375
B1200,8.389512647150728
B1200,6.219452425368303
B1200,8.088110086445205
B1200,7.017286171636189
B1200,6.708281165113555
B1200,8.805116524721749
B1200,8.434481363823732
B1200,6.802599610239782
B1200,8.693391102724323
B1200,7.341398839674322
B1200,7.6144191317664625
B1200,5.530832383710777
B1200,5.624601747731771
B1200,7.627988146024285
B1200,6.890066211700521
B1200,7.045804364879207
B1200,8.991793687604172
B1200,7.813084029524381
B1200,8.031809708770231
B1200,6.385564142147154
B1200,5.2423701667202804
B1200,6.321219158023767
B1200,8.024946264002999
B1200,6.483969098356073
B1200,8.442520872845433
B1200,6.778439797304321
B1200,6.145284480115251
B1200,8.230932606174832
B1200,8.84782931354485
B1200,6.69999708676519
B1200,6.380070956601187
B1200,7.50880924491452
B1200,6.856446904798333
B1200,6.349541956565075
B1200,7.9980198751343465
B1200,7.261814062998565
B1200,5.955665223003056
B1200,9.036777588403485
B1200,7.6427919870306305
B1200,7.69461289293112
B1200,7.5679892586577875
B1200,7.757619688034019
B1200,5.73694389059545
B1200,5.304520727080939
B1200,7.422328757167455
B1200,7.033216752497723
B1200,7.982528931988841
B1200,8.696394982610512
B1200,7.213895988863028
B1200,8.830479067016991
B1200,7.24053857333428
B1200,8.174900725262528
B1200,7.175616302013848
B1200,6.8036315474949225
B1200,8.503701055312158
B1200,6.6616440578161065
B1200,5.947974805244257
B1200,5.94711158691635
B1200,6.098453869812502
B1200,7.202637211170857
B1200,7.050893596153447
B1200,7.142444328738081
B1200,6.807779001333995
B1200,8.4951522760584
B1200,7.0911549778000005
B1200,9.194383583477435
B1200,7.075676851382199
B1200,7.331812523956206
B1200,6.17467834423541
B1200,8.97207526210203
B1200,7.061480100214528
B1200,6.823422714555242
B1200,6.38467882096406
B1200,6.30695190932827
B1200,6.357657572293873
B1200,8.29886079690209
B1200,7.014500706323628
B1200,6.8598997214013675
B1200,7.45509319160067
B1200,6.876491445456734
B1200,7.462063729717077
B1200,7.953322793989879
B1200,7.733955665685759
B1200,5.890580992757557
B1200,7.911755442960996
B1200,7.164583031610067
B1200,5.745400044998851
B1200,6.885411582206472
B1200,5.963768004677002
B1200,6.486944494989562
B1200,7.1361062093134775
B1200,6.598698509396848
B1200,7.3596863112458495
B1200,5.942948486853478
B1200,6.6687126829241725
B1200,6.149343704967219
B1200,7.948167091852223
B1200,8.748761116228435
B1200,8.200031041188462
B1200,6.715029256639373
B1200,7.39901641352236
B1200,7.273239336784702
B1200,4.940083823003423
B1200,7.075408797251557
B1200,7.972273697845395
B1200,8.259311344216348
B1200,8.161366130281072
B1200,7.749501267310407
B1200,8.698781988438606
B1200,6.903170961754543
B1200,7.018196894570904
B1200,6.769662754926876
B1200,4.893585917403429
