Block_ID,Morale_Value
B1200,8.441059601751466
B1200,6.4799430262502735
B1200,7.4325036922519265
B1200,6.063584000258935
B1200,7.310803615150762
B1200,8.163564020514471
B1200,6.222347588594263
B1200,8.833048511116997
B1200,8.774609156149884
B1200,8.429369040339271
B1200,7.504750481849981
B1200,7.569205854802968
B1200,7.628233559710862
B1200,6.1058805605645565
B1200,5.739730149484308
B1200,9.033677918654531
B1200,7.615068626592956
B1200,6.667130204111958
B1200,7.38725054956802
B1200,8.176993543663098
B1200,7.535627810871742
B1200,7.90779956561985
B1200,6.218220899268822
B1200,6.9019443962632145
B1200,9.167742758338324
B1200,6.020912190315124
B1200,6.680555065078935
B1200,5.494719169105821
B1200,7.361563279062835
B1200,8.411358248298885
B1200,6.500035323924192
B1200,8.853488596649145
B1200,6.880379038084397
B1200,7.341947557336968
B1200,7.511135662427329
B1200,7.027689354691468
B1200,8.073610775611023
B1200,7.473971418532261
B1200,7.147522463311025
B1200,6.395539951179208
B1200,7.065194820662463
B1200,7.365081431277817
B1200,7.20690238826033
B1200,6.770027866249224
B1200,7.2603650747269315
B1200,6.364051590155217
B1200,5.884215236302755
B1200,7.28886231010459
B1200,7.575043693553506
B1200,7.584328134833587
B1200,6.487925692301666
B1200,6.909871193209331
B1200,5.906021363664585
B1200,7.783268717717016
B1200,6.885184558178157
B1200,7.562313228352214
B1200,7.267337732409168
B1200,7.485578891060815
B1200,7.817942258367093
B1200,7.165886937837264
B1200,5.861754975224811
B1200,6.82193167462589
B1200,8.293281726932518
B1200,8.233093525588398
B1200,7.461346740020911
B1200,6.392508593600722
B1200,8.52241741181728
B1200,7.947681955262304
B1200,6.294208505440039
B1200,7.412194213485735
B1200,5.824589103218416
B1200,5.261294641608421
B1200,8.060165709695486
B1200,7.588156804551403
B1200,8.380385938773145
B1200,5.42996356406622
B1200,7.163227927786757
B1200,6.231556778958688
B1200,6.368210688416272
B1200,7.03923515276611
B1200,7.848449899662793
B1200,8.882385867300464
B1200,5.285477094612201
B1200,6.671483259526846
B1200,9.322884555963144
B1200,5.520360912368819
B1200,6.645154027647829
B1200,8.225587506236016
B1200,7.9194568786558115
B1200,5.0394956172911005
B1200,7.0631990107153815
B1200,8.389966606573724
B1200,6.472044247029433
B1200,6.6902435909256015
B1200,6.635083416356673
B1200,7.846893220556184
B1200,6.256654371008642
B1200,6.2856333307262515
B1200,6.137567033327151
B1200,5.693909083862485
B1200,8.050500485191016
B1200,6.151506054320236
B1200,6.575829991184296
B1200,6.467798239938475
B1200,6.930674033085168
B1200,6.167287139037347
B1200,7.6012480627053565
B1200,6.514043558138246
B1200,6.802118428324912
B1200,6.696490436885136
B1200,7.180609572916314
B1200,7.999901380959319
B1200,5.45633620360664
B1200,8.039335760654089
B1200,6.135228381049914
B1200,9.57876456617496
B1200,6.54330754847763
B1200,8.784123261329059
B1200,6.992098281290077
B1200,7.681806994693217
B1200,8.764134882436753
B1200,6.580815565213444
B1200,7.62019353365333
B1200,7.617959650509808
B1200,7.385968653185949
